,id,name,asins,brand,categories,keys,manufacturer,reviews.date,reviews.dateAdded,reviews.dateSeen,reviews.didPurchase,reviews.doRecommend,reviews.id,reviews.numHelpful,reviews.rating,reviews.sourceURLs,reviews.text,reviews.title,reviews.userCity,reviews.userProvince,reviews.username,numReviews
5493,AVphgVaX1cnluZ0-DR74,"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",B018Y229OU,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys","firetablet7displaywifi8gbincludesspecialoffersmagenta/5025800,841667103105,0841667103105,amazon/b018y229ou,firetablet7displaywifi8gbincludesspecialoffersmagenta/b018y229ou",Amazon,2017-01-23T00:00:00.000Z,2017-04-03T19:27:30Z,"2017-04-03T02:43:00.000Z,2017-04-30T00:25:00.000Z,2017-06-07T08:14:00.000Z",,True,r5493,0.0,5.0,"http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=133,http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=152,http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=185","My grandson had taken over his mom's kindle she got 2 years ago, so we decided to get her a new one and she loves it.",Bought for grandson,,,Denise,10966
21311,AVqVGWQDv8e3D1O-ldFr,"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Black",B018SZT3BK,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers","amazonfirehd88intablet16gbblackb018szt3bk6thgen2016android/5538501,amazonfirehd88intablet16gbblackb018szt3bk6thgen2016android/b018szt3bk,amazonfirehd88intablet16gbblackb018szt3bk6thgen2016android/182378029308,amazonfirehd88intablet16gbblackb018szt3bk6thgen2016android/322430145717,841667103037,0841667103037,amazonfirehd88intablet16gbblackb018szt3bk6thgen2016android/152627691815,amazon/b018szt3bk,amazonfirehd88intablet16gbblackb018szt3bk6thgen2016android/332403091354,amazonfirehd88intablet16gbblackb018szt3bk6thgen2016android/322598029639",Amazon,2017-06-12T00:00:00.000Z,,"2017-08-09T00:00:00Z,2017-08-06T00:00:00Z",,True,r21310,0.0,5.0,http://reviews.bestbuy.com/3545/5538501/reviews.htm?format=embedded&page=30,I am 75 and enjoy it very much. Great for reading.,Very good for reading books. Enjoy the games. Wo,,,Susan,270
27237,AVpfl8cLLJeJML43AE3S,"Amazon Fire Tv,,,
Amazon Fire Tv,,,","B00L9EPT8O,B01E6AO69U",Amazon,"Stereos,Remote Controls,Amazon Echo,Audio Docks & Mini Speakers,Amazon Echo Accessories,Kitchen & Dining Features,Speaker Systems,Electronics,TVs Entertainment,Clearance,Smart Hubs & Wireless Routers,Featured Brands,Wireless Speakers,Smart Home & Connected Living,Home Security,Kindle Store,Home Automation,Home, Garage & Office,Home,Voice-Enabled Smart Assistants,Virtual Assistant Speakers,Portable Audio & Headphones,Electronics Features,Amazon Device Accessories,iPod, Audio Player Accessories,Home & Furniture Clearance,Consumer Electronics,Smart Home,Surveillance,Home Improvement,Smart Home & Home Automation Devices,Smart Hubs,Home Safety & Security,Voice Assistants,Alarms & Sensors,Amazon Devices,Audio,Holiday Shop","echowhite/263039693056,echowhite/152558276095,echowhite/292178880467,echowhite/222588935706,echowhite/253120140398,echowhite/322577436254,echowhite/122597356284,echowhite/132263972952,echowhite/322586415668,echowhite/152626395386,echowhite/272724680159,echowhite/222587602421,echowhite/122474318097,echowhite/5588528,echowhite/112567699636,echowhite/272768463386,echowhite/332175902683,echowhite/311908601694,echowhite/292041139369,echowhite/192239032596,echowhite/272768869474,0841667112862,echowhite/222507973621,echowhite/112391858963,echowhite/291992370210,echowhite/b00l9ept8o,echowhite/112480241614,echowhite/b01e6ao69u,echowhite/322589755316,echowhite/322574315372,echowhite/253051886606,echowhite/382165760287,echowhite/222582493180,echowhite/282581384521,echowhite/112479310908,echowhite/302201691992,echowhite/201761456849,echowhite/amechow2k,echowhite/132262816901,echowhite/282571823011,echowhite/322511136772,841667112862,echowhite/232407174148,echowhite/322441917397,echowhite/amechow,echowhite/332296207643,echowhite/152610914446,echowhite/222578584785,echowhite/162591117080,echowhite/162593787621,echowhite/232407374203,echowhite/162595518416,echowhite/152623638099,amazon/b01e6ao69u",Amazon,2017-01-25T00:00:00.000Z,,"2017-09-28T00:00:00Z,2017-09-08T00:00:00Z,2017-09-12T00:00:00Z,2017-08-31T00:00:00Z,2017-08-08T00:00:00Z,2017-08-15T00:00:00Z,2017-08-01T00:00:00Z",,True,r27236,0.0,4.0,"http://reviews.bestbuy.com/3545/5588528/reviews.htm?format=embedded&page=443,http://reviews.bestbuy.com/3545/5588528/reviews.htm?format=embedded&page=370,http://reviews.bestbuy.com/3545/5588528/reviews.htm?format=embedded&page=375,http://reviews.bestbuy.com/3545/5588528/reviews.htm?format=embedded&page=344,http://reviews.bestbuy.com/3545/5588528/reviews.htm?format=embedded&page=277,http://reviews.bestbuy.com/3545/5588528/reviews.htm?format=embedded&page=284,http://reviews.bestbuy.com/3545/5588528/reviews.htm?format=embedded&page=269","Alexa has a great deal of knowledge. If you have music on your phone, she can play it or you need to purchase either amazon prime or music unlimited.",Love the amount of knowledge Alexa has.,,,823,6619
21092,AVphPmHuilAPnD_x3E5h,"Amazon Fire Hd 8 8in Tablet 16gb Black B018szt3bk 6th Gen (2016) Android,,,
Amazon Fire Hd 8 8in Tablet 16gb Black B018szt3bk 6th Gen (2016) Android,,,",B00IOY8XWQ,Amazon,"Walmart for Business,Office Electronics,Tablets,Electronics,iPad & Tablets,All Tablets,Computers & Tablets,E-Readers & Accessories,Kindle E-readers,Electronics Features,eBook Readers,See more Amazon Kindle Voyage (Wi-Fi),See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...","848719040104,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/b00ioy8xwq,0848719040104,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/321689278417,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/9302088,amazon/53002680",Amazon,2016-07-15T00:00:00.000Z,,"2017-08-31T00:00:00Z,2017-04-26T00:00:00Z,2017-05-10T00:00:00Z,2017-06-04T00:00:00Z,2017-07-07T00:00:00Z,2017-08-02T00:00:00Z",,True,r21091,0.0,4.0,"http://reviews.bestbuy.com/3545/9302088/reviews.htm?format=embedded&page=21,http://reviews.bestbuy.com/3545/9302088/reviews.htm?format=embedded&page=17,http://reviews.bestbuy.com/3545/9302088/reviews.htm?format=embedded&page=18,http://reviews.bestbuy.com/3545/9302088/reviews.htm?format=embedded&page=19,http://reviews.bestbuy.com/3545/9302088/reviews.htm?format=embedded&page=20",Very light weight and easy to read in different lighting conditions. Does not strain my eyes like the kindle fire if reading at night. I do wish Bestbuy carried more options for cases to fit the Voyage. They have none in the store at all.,Love it!!,,,Blueberry1,580
6865,AVphgVaX1cnluZ0-DR74,"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",B018Y229OU,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys","firetablet7displaywifi8gbincludesspecialoffersmagenta/5025800,841667103105,0841667103105,amazon/b018y229ou,firetablet7displaywifi8gbincludesspecialoffersmagenta/b018y229ou",Amazon,2016-12-08T00:00:00.000Z,2017-05-21T01:19:46Z,"2017-04-30T00:08:00.000Z,2017-06-07T08:15:00.000Z",,True,r6865,0.0,4.0,"http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=417,http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=450","This Kindle Fire is a good deal at $49.99. I basically use it for Amazon purposes only, I have Prime so I stream music on it while I am in the kitchen cooking, I use it for recipes as well and, of course, to order from Amazon!",Very nice tablet for the money,,,Dflan34,10966
4800,AVphgVaX1cnluZ0-DR74,"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",B018Y229OU,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys","firetablet7displaywifi8gbincludesspecialoffersmagenta/5025800,841667103105,0841667103105,amazon/b018y229ou,firetablet7displaywifi8gbincludesspecialoffersmagenta/b018y229ou",Amazon,2016-01-31T00:00:00.000Z,2017-05-21T03:23:25Z,"2017-04-30T00:23:00.000Z,2017-06-07T08:12:00.000Z",,True,r4800,1.0,5.0,"http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=898,http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=931",Bought thd Fird for my daughter and she uses it primarily as an e-book reader.,Excellent reader,,,jc1028,10966
4953,AVphgVaX1cnluZ0-DR74,"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",B018Y229OU,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys","firetablet7displaywifi8gbincludesspecialoffersmagenta/5025800,841667103105,0841667103105,amazon/b018y229ou,firetablet7displaywifi8gbincludesspecialoffersmagenta/b018y229ou",Amazon,2016-03-26T00:00:00.000Z,2017-05-21T03:14:59Z,"2017-04-30T00:22:00.000Z,2017-06-07T08:19:00.000Z",,True,r4953,1.0,4.0,"http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=802,http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=835","A very nice tablet for the price. It has everything the more expensive tablets offer. One thing is not so pleasant, the advertisement screen keeps popping up and I so far could not find a way of shutting this function down. However, overall I am satisfied.",Amazon Fire Tablet,,,Graduate,10966
8366,AVphgVaX1cnluZ0-DR74,"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",B018Y229OU,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys","firetablet7displaywifi8gbincludesspecialoffersmagenta/5025800,841667103105,0841667103105,amazon/b018y229ou,firetablet7displaywifi8gbincludesspecialoffersmagenta/b018y229ou",Amazon,2017-03-17T00:00:00.000Z,2017-05-21T01:28:02Z,"2017-04-30T00:10:00.000Z,2017-06-07T08:15:00.000Z",,False,r8366,0.0,1.0,"http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=40,http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=73","can't connect to any router, hot spot. Returned and so did the sales clerk with theirs. enough said...","old model, no worky",,,beau,10966
17930,AV1YnRtnglJLPUi8IJmV,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",B00OQVZDJM,Amazon,"Walmart for Business,Office Electronics,Tablets,Office,Electronics,iPad & Tablets,Windows Tablets,All Windows Tablets,Computers & Tablets,E-Readers & Accessories,E-Readers,eBook Readers,Kindle E-readers,Computers/Tablets & Networking,Tablets & eBook Readers,Electronics Features,Books & Magazines,Book Accessories,eReaders,TVs & Electronics,Computers & Laptops,Tablets & eReaders","amazon/b00oqvzdjm,848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/263087494445,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/9439005,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/b00oqvzdjm,0848719056099,amazonkindlepaperwhiteebookreader4gb6monochromepaperwhitetouchscreenwifiblack/00355266000p",Amazon,2015-11-20T00:00:00.000Z,2017-09-05T22:09:30Z,"2017-08-31T22:34:03.059Z,2017-08-02T19:49:48.894Z,2017-08-02T22:14:48.479Z",,True,r17929,2.0,5.0,"http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=349,http://reviews.bestbuy.com/3545/9439005/reviews.htm?format=embedded&page=335",I had a kindle before. This time I chose the paperwhite because there has a light and touchscreen. I really love the Kindle products. Very nice buy!,nice buy.,,,jane,3176
21214,AVphPmHuilAPnD_x3E5h,"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Black",B00IOY8XWQ,Amazon,"Walmart for Business,Office Electronics,Tablets,Electronics,iPad & Tablets,All Tablets,Computers & Tablets,E-Readers & Accessories,Kindle E-readers,Electronics Features,eBook Readers,See more Amazon Kindle Voyage (Wi-Fi),See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...","848719040104,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/b00ioy8xwq,0848719040104,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/321689278417,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/9302088,amazon/53002680",Amazon,2017-05-15T00:00:00.000Z,,"2017-08-31T00:00:00Z,2017-06-01T00:00:00Z,2017-07-07T00:00:00Z,2017-08-02T00:00:00Z",,True,r21213,0.0,4.0,"http://reviews.bestbuy.com/3545/9302088/reviews.htm?format=embedded&page=3,http://reviews.bestbuy.com/3545/9302088/reviews.htm?format=embedded,http://reviews.bestbuy.com/3545/9302088/reviews.htm?format=embedded&page=2",My biggest gripe with it was the lack of directions. My first purchase went to the wrong card because I had no idea what the 1-click option was.,I am enjoying having this,,,Trish,580
32145,AV1YE_muvKc47QAVgpwE,,B00U3FPN4U,Amazon Fire Tv,"Back To College,College Electronics,College Tvs & Home Theater,Electronics,Tvs & Home Theater,Streaming Devices,Featured Brands,Amazon Devices,Holiday Shop,Ways To Shop,TV & Home Theater,Streaming Media Players,All Streaming Media Players,TVs Entertainment,Video Games,Kindle Store,Electronics Features,Kids & Family,Fire TV","848719057492,amazonfiretv/51454342,amazonfiretv2015modelblack/4370400,amazon/b00u3fpn4u,amazonfiretvstreamingmediaplayer/b00u3fpn4u,0848719057492,firetvstreamingmediaplayer2015model/amftv2,firetv/05740864000p",Amazon,2017-03-03T00:00:00.000Z,2017-09-20T05:35:53Z,"2017-08-25T22:07:16.306Z,2017-08-19T09:36:12.059Z,2017-08-08T17:31:38.577Z,2017-08-06T13:31:18.925Z",,True,r32144,0.0,5.0,"http://reviews.bestbuy.com/3545/4370400/reviews.htm?format=embedded&page=181,http://reviews.bestbuy.com/3545/4370400/reviews.htm?format=embedded&page=176,http://reviews.bestbuy.com/3545/4370400/reviews.htm?format=embedded&page=159,http://reviews.bestbuy.com/3545/4370400/reviews.htm?format=embedded&page=157",I can watch a ton of shows now with this. Well worth the money,Great product !!!,,,pmoura,5056
